average_length: 930.0
length: 930
rms_action_change: 0.2010481833433043
average_return: 2.991345248699039
average_return_std: 0.0
average_rmse: 0.36721657029378907
rmse: 0.36721657029378907
rmse_std: 0.0
exponentiated_rmse: 0.6926596193021705
exponentiated_rms_action_change: 0.8178730227478086
worst_case_rmse_at_0.5: 0.36721657029378907
failure_rate: 1.0
failure_rates: [1.]
average_constraint_violation: 195.0
constraint_violation_std: 0.0
constraint_violation: 195
avarage_inference_time: [0.00205132]
early_stop: [0]
