average_length: 930.0
length: 930
rms_action_change: 0.1987783873940555
average_return: 8.353770580397207
average_return_std: 0.0
average_rmse: 0.4129081490704278
rmse: 0.4129081490704278
rmse_std: 0.0
exponentiated_rmse: 0.6617230599147622
exponentiated_rms_action_change: 0.8197315360469029
worst_case_rmse_at_0.5: 0.4129081490704278
failure_rate: 1.0
failure_rates: [1.]
average_constraint_violation: 138.0
constraint_violation_std: 0.0
constraint_violation: 138
avarage_inference_time: [0.00178079]
early_stop: [0]
